I_Gained,Inky_Novel,Inky_Fused,Clyde_Novel,Clyde_Fused,Pinky_Novel,Pinky_Fused,I_Fused,param_set,run
0.313325178386872,0.313325178386872,0.0,0.313325178386872,0.0,0.313325178386872,0.0,0.0,1,0
0.36796782680600204,0.36796782680600204,0.0,0.36796782680600204,0.0,0.28238936052073216,0.08557846628526988,0.08557846628526988,1,1
0.3590403202243967,0.3590403202243967,0.0,0.3590403202243967,0.0,0.26314252956076256,0.09589779066363413,0.09589779066363413,1,2
0.35952937649743144,0.35952937649743144,0.0,0.35952937649743144,0.0,0.35952937649743144,0.0,0.0,1,3
0.39744832972536936,0.39744832972536936,0.0,0.39744832972536936,0.0,0.39744832972536936,0.0,0.0,1,4
0.3979730305698506,0.3979730305698506,0.0,0.3979730305698506,0.0,0.3979730305698506,0.0,0.0,2,0
0.34470780210135243,0.34470780210135243,0.0,0.34470780210135243,0.0,0.2502817765253562,0.09442602557599622,0.09442602557599622,2,1
0.3441235710223764,0.3441235710223764,0.0,0.3441235710223764,0.0,0.3441235710223764,0.0,0.0,2,2
0.35852553868717946,0.35852553868717946,0.0,0.35852553868717946,0.0,0.2612841043708354,0.09724143431634408,0.09724143431634408,2,3
0.3989084707429267,0.3989084707429267,0.0,0.3989084707429267,0.0,0.3989084707429267,0.0,0.0,2,4
0.3371124135888661,0.3371124135888661,0.0,0.3371124135888661,0.0,0.25446427914610126,0.08264813444276486,0.08264813444276486,3,0
0.37358522696481045,0.37358522696481045,0.0,0.37358522696481045,0.0,0.28012378068516236,0.09346144627964809,0.09346144627964809,3,1
0.37175465256174417,0.37175465256174417,0.0,0.37175465256174417,0.0,0.37175465256174417,0.0,0.0,3,2
0.37604434849423823,0.37604434849423823,0.0,0.37604434849423823,0.0,0.2953051071620684,0.08073924133216981,0.08073924133216981,3,3
0.4047051097604915,0.4047051097604915,0.0,0.4047051097604915,0.0,0.4047051097604915,0.0,0.0,3,4
0.2335391880544705,0.15788410252756085,0.07565508552690964,0.2335391880544705,0.0,0.2335391880544705,0.0,0.07565508552690964,4,0
0.32723683401876674,0.32723683401876674,0.0,0.1473163782985953,0.17992045572017143,0.2532046131266906,0.07403222089207612,0.2539526766122475,4,1
0.3753450545965779,0.2930690928372478,0.08227596175933011,0.3753450545965779,0.0,0.3753450545965779,0.0,0.08227596175933011,4,2
0.3685526986968541,0.3685526986968541,0.0,0.3685526986968541,0.0,0.3685526986968541,0.0,0.0,4,3
0.37427632859514653,0.37427632859514653,0.0,0.37427632859514653,0.0,0.37427632859514653,0.0,0.0,4,4
0.34769295801531236,0.34769295801531236,0.0,0.19038635475817592,0.15730660325713644,0.2539059082956216,0.09378704971969076,0.2510936529768272,5,0
0.29582341967991255,0.29582341967991255,0.0,0.29582341967991255,0.0,0.20991587187162608,0.08590754780828647,0.08590754780828647,5,1
0.36903137345880943,0.36903137345880943,0.0,0.19199936079062824,0.1770320126681812,0.36903137345880943,0.0,0.1770320126681812,5,2
0.3328211324204135,0.3328211324204135,0.0,0.3328211324204135,0.0,0.2347790317364649,0.09804210068394861,0.09804210068394861,5,3
0.30048435409294777,0.30048435409294777,0.0,0.30048435409294777,0.0,0.2367982049109894,0.06368614918195836,0.06368614918195836,5,4
0.2662908204225788,0.1527040830864022,0.11358673733617658,0.2662908204225788,0.0,0.1737911604358783,0.09249965998670048,0.20608639732287706,6,0
0.21378780898451474,0.18008609626176006,0.033701712722754684,0.1553397527599714,0.058448056224543354,0.21378780898451474,0.0,0.09214976894729804,6,1
0.32244547420217007,0.32244547420217007,0.0,0.12927337507787598,0.1931720991242941,0.22713453551206705,0.09531093869010301,0.2884830378143971,6,2
0.23606578955800403,0.23606578955800403,0.0,0.11550930134391073,0.1205564882140933,0.13691645963167515,0.09914932992632888,0.21970581814042217,6,3
0.33711386388678194,0.1742997191014033,0.16281414478537864,0.33711386388678194,0.0,0.24166239794799965,0.09545146593878229,0.25826561072416093,6,4
0.4135252147696249,0.4135252147696249,0.0,0.4135252147696249,0.0,0.4135252147696249,0.0,0.0,1,0
0.3558595791679169,0.3558595791679169,0.0,0.3558595791679169,0.0,0.3558595791679169,0.0,0.0,1,1
0.3860113892765266,0.3860113892765266,0.0,0.3860113892765266,0.0,0.3860113892765266,0.0,0.0,1,2
0.33640413838845673,0.33640413838845673,0.0,0.33640413838845673,0.0,0.2553059771813246,0.08109816120713215,0.08109816120713215,1,3
0.3688583180240264,0.3688583180240264,0.0,0.3688583180240264,0.0,0.3688583180240264,0.0,0.0,1,4
0.41272903716474296,0.41272903716474296,0.0,0.41272903716474296,0.0,0.41272903716474296,0.0,0.0,1,5
0.4235172433878346,0.4235172433878346,0.0,0.4235172433878346,0.0,0.4235172433878346,0.0,0.0,1,6
0.40988061116499475,0.40988061116499475,0.0,0.40988061116499475,0.0,0.40988061116499475,0.0,0.0,1,7
0.36389456140923854,0.36389456140923854,0.0,0.36389456140923854,0.0,0.36389456140923854,0.0,0.0,1,8
0.3661566634413573,0.3661566634413573,0.0,0.3661566634413573,0.0,0.2845295506948271,0.08162711274653017,0.08162711274653017,1,9
0.39758463020534146,0.39758463020534146,0.0,0.39758463020534146,0.0,0.39758463020534146,0.0,0.0,2,0
0.40276744715217294,0.40276744715217294,0.0,0.40276744715217294,0.0,0.40276744715217294,0.0,0.0,2,1
0.35423588756215435,0.35423588756215435,0.0,0.35423588756215435,0.0,0.2600831630525901,0.09415272450956425,0.09415272450956425,2,2
