I_Gained,Inky_Novel,Inky_Fused,Clyde_Novel,Clyde_Fused,I_Fused,param_set,run
0.21665723222440653,0.21665723222440653,0.0,0.11096850405267583,0.1056887281717307,0.1056887281717307,4,9
0.2026866792871884,0.12626804141054104,0.07641863787664735,0.1262680403557192,0.07641863893146919,0.15283727680811654,5,0
0.19539777900000238,0.19539777900000238,0.0,0.10348983641972319,0.09190794258027919,0.09190794258027919,5,1
0.19676469423828472,0.060214730569820955,0.13654996366846375,0.19676469423828472,0.0,0.13654996366846375,5,2
0.21879278099943358,0.21879278099943358,0.0,0.16003498001728014,0.05875780098215344,0.05875780098215344,5,3
0.15490201620702784,0.0019778654979589103,0.15292415070906892,0.0019778654853354503,0.15292415072169238,0.3058483014307613,5,4
0.38119077834699167,0.38119077834699167,0.0,0.2981854077373978,0.08300537060959384,0.08300537060959384,5,5
0.27400907524054346,0.16422051163344473,0.10978856360709874,0.27400907524054346,0.0,0.10978856360709874,5,6
0.2128856755028417,0.2128856755028417,0.0,0.053907995125735596,0.1589776803771061,0.1589776803771061,5,7
0.2591042286606374,0.2591042286606374,0.0,0.13350712384988694,0.12559710481075048,0.12559710481075048,5,8
0.23872544125349288,0.14698584322256594,0.09173959803092693,0.14698584321770045,0.09173959803579243,0.18347919606671936,5,9
0.07341461336149405,0.05137266794576195,0.022041945415732095,0.05137266798169334,0.022041945379800705,0.0440838907955328,6,0
0.08946502794009638,0.006935210954740658,0.08252981698535572,0.006935211275702915,0.08252981666439346,0.16505963364974918,6,1
0.18114466234297472,0.013010344210371276,0.16813431813260343,0.013010350707646907,0.1681343116353278,0.33626862976793126,6,2
0.2663587671278114,0.2663587671278114,0.0,0.1640562802286233,0.10230248689918811,0.10230248689918811,6,3
0.1378162601345494,0.13554138461297557,0.0022748755215738214,0.1378162601345494,0.0,0.0022748755215738214,6,4
0.12958665956613,0.06664453114964636,0.06294212841648364,0.0666443776483857,0.0629422819177443,0.12588441033422793,6,5
0.1268426814873094,0.12017215470721314,0.006670526780096261,0.1201721531021801,0.0066705283851292985,0.01334105516522556,6,6
0.0839129760605291,0.018316948276517933,0.06559602778401116,0.01831694833472601,0.06559602772580309,0.13119205550981425,6,7
0.12761406276598422,0.006894006908176285,0.12072005585780793,0.006894006932228225,0.120720055833756,0.24144011169156393,6,8
0.07554037378511505,0.030655078588671766,0.044885295196443284,0.0306550785908887,0.04488529519422635,0.08977059039066963,6,9
